,visit_id,hostname_site,total_requests,no_blocked_requests,no_third_party_requests,blocked_urls
0,1,https://www.espn.com/,56,1,47,['https://a.espncdn.com/prod/scripts/prebid1.15.0.js']
1,2,https://www.paypal.com/us/home,24,0,22,[]
2,3,https://www.indeed.com/,48,0,27,[]
3,4,https://www.chase.com/,39,2,10,"['https://www.google.com/pagead/1p-user-list/1032453569/?value=0&guid=ON&script=0&is_vtc=1&random=491925231', 'https://www.google.com/pagead/1p-user-list/1036322744/?value=0&label=AgenCNqg-QMQuI-U7gM&guid=ON&script=0&is_vtc=1&random=3069347141']"
4,5,https://www.shutterstock.com/,19,0,4,[]
5,6,https://www.alibaba.com/?from_http=1,184,1,149,['https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-51403470-1&cid=1048060233.1574655995&jid=1245189695&_gid=1556945498.1574655995&gjid=1629614217&_v=j79&z=1719598764']
6,7,https://www.scribd.com/,76,3,70,"['https://www.google.com/pagead/conversion_async.js', 'https://googleads.g.doubleclick.net/pagead/viewthroughconversion/991817613/?random=1574655995871&cv=9&fst=1574655995871&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=576&u_aw=735&u_cd=24&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgav9&sendb=1&ig=0&frm=0&url=https%3A%2F%2Fwww.scribd.com%2F&tiba=Scribd%20-%20Read%20books%2C%20audiobooks%2C%20and%20more&hn=www.google.com&async=1&rfmt=3&fmt=4', 'https://www.google.com/pagead/1p-user-list/991817613/?random=1574655995871&cv=9&fst=1574654400000&num=1&guid=ON&u_h=600&u_w=800&u_ah=576&u_aw=735&u_cd=24&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgav9&sendb=1&frm=0&url=https%3A%2F%2Fwww.scribd.com%2F&tiba=Scribd%20-%20Read%20books%2C%20audiobooks%2C%20and%20more&async=1&fmt=3&is_vtc=1&random=1076075323&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y']"
